实际抵达日期,产品描述,收货人,收货人地址,发货人,发货人地址,通知人,承运人,原产国,海外装货港,目的港,目的国,启运国,产品件数/拼箱货柜,数量单位,TEU,千克重/拼箱货柜,千克重/件,尺寸,货运收货人,货柜号,卸货港,卸货港所在州,装运标志及编号,产品海关编码,货柜运输类型,支线承运人收货地,货运托运人,双抬头托运人,货柜个数/船东提单,收货人所在州
2023-09-10,"SHIN-ETSU SILICONE HS CODE : 3910.00 (16DRUMS,439CANS,67CARTONS)",SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,TACOMA,UNITED STATES,JAPAN,522,PKG,0.0,19302.26,36.98,0,MITSUBISHI LOGISTICS AMERICA,KKTU8210773,TACOMA,WASHINGTON,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,5,OHIO
2023-09-10,SHIN-ETSU SILICONE HS CODE : 3910.00,SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,TACOMA,UNITED STATES,JAPAN,56,PKG,0.0,2070.74,36.98,0,MITSUBISHI LOGISTICS AMERICA,FBIU0340170,TACOMA,WASHINGTON,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,5,OHIO
2023-09-09,WOODEN DECORATION STAINLESS STEEL SWITCH/PLAS TIC/ZINC KNOB ACRYLIC ORNAMENTS FORKLIFT LEVE R STAINLESS STEEL ORNAMENT STAINELL STEEL SWI NG SLIDER ALUMINUM/SS/PLASTIC BADGE PLASTIC B EZEL SS PLATE SS HOOK COAT HANGER/GRAB RAILS RUBBER GROMMET PLASTIC BRACKET PLASTIC COVER STEEL ARM/BRACKET SS HANDLE SILICONE HEATPRESS,SIGNATURE PARTNERS,"149 HARVEST DRIVE COLDWATER, OHIO45828 U.S.A.",DONGGUAN GOLDEN MEMORY DISPLAY PROD,"NO. 96, FENGHUANG RD., QINGHUTOU VILLAGE, TANGXIA TOWN, DONGGUAN, GUANGDONG, 523726,CHINA",SIGNATURE PARTNERS,SUSS,CHINA,YANTIAN,LONG BEACH,UNITED STATES,CHINA,1700,CTN,2.0,17486.03,10.29,4000*900*800,None,OOLU8719472,LONG BEACH,CALIFORNIA,4 OHIO CARTON# MADE IN CHINA,0,FCL,YANTIAN,ORIENT OVERSEAS CONTAINER LINE LTD,TRANSHIPMENT,1,OHIO
2023-09-08,"MIXER BOWL,PLASTIC LID,SILICONE SEALS ,PLASTIC RUNNER TUBE COVERS,PLASTIC BRACKETS,PLASTIC CASINGS,LED COMPONENTS,PLASTIC CONNECTOR,RUBBER GASKET,PART OF LOCK(SNAP RING),CLAMP,FRANGIBLE FLOOR FLANGE,TOP PLATE,PUMP BODY CO,ROLLER LOCKING GUIDE SIDEPLATE,TOP PLATE MARKER LIGHT,ALUMINUM FRAMES,LOCKING COLLAR,STAINLESS STEEL OVEN PIN,METAL STAMPING PARTS,COMPRESSION LIMITER",MARK ONE MANUFACTURING,351 INDUSTRIAL DR MINSTER OHUNITED STATES 45865,NINGBO MARK ONE INTERNATIONAL MANUF,"ROOM(10-5-4),BUILDING 017, NO.128HUIZHAN ROAD, YINZHOU DISTRICT,NINGBO ZJ CHINA 315000",MARK ONE MANUFACTURING,KFUN,CHINA,NING BO,LONG BEACH,UNITED STATES,CHINA,499,CTN,2.0,11707.99,23.46,4000*900*800,None,OOLU8640491,LONG BEACH,CALIFORNIA,AS ADDRESSED,0,FCL,"NINGBO, CN",ORIENT OVERSEAS CONTAINER LINE LTD,TRANSHIPMENT,1,OHIO
2023-09-08,"SILICONE RUBBER KEYPAD C NO. 01 ICA MR3129-02 PO NO 05-D870316 P N NO 690238-01 CTN 01 6000 C NO. 02-10 ICA MK3275-02 PO NO 05-D870344 P N NO 690489-01 CTN 02-09 400,10 300",RAINBIRD CORP. CONTROLS MFG DIVISIO,2475-A PASEO DE LAS AMERICAS 1318 SAN DIEGO CA 92154 US,ICHIA RUBBER INDUSTRY M SDN BHD,"NO.977-978, SOLOK PERUSAHAAN 3, PRAI PE 13600 MY",None,CHSL-CHRISTAL LINES,SINGAPORE,SINGAPORE,LOS ANGELES,UNITED STATES,SINGAPORE,10,CTN,0.02,147.0,14.7,4000*900*800,None,FFAU1277610,LOS ANGELES,CALIFORNIA,ITEM RUBBER KEYPAD DEST USA C NO 01-10 MADE IALAYSIA,84669400,LCL,SINGAPORE SG,,TRANSHIPMENT,1,CALIFORNIA
2023-09-08,"ASSEMBLY,MODULE,UMA USB,14 ASSEMBLY,MODULE,UMA USB,14 ASSEMBLY,BOARD,HUB ASSEMBLY,BOARD,HUB ASSEMBLY,BOARD,HUB SET,HINGE`CAP,DISPLAY SHIELD,SSD,SUS 304,INTELSET,BEZEL,DISPLAY,RGB GASKET,DISPLAY,LZF20-D/CF-525, 20MM,5MM,2 GASKET,FINGERPRINT,FABRIC,CONDUCTIVE ADH FOAM,DISPLAY PANEL,JS-LOC-B25,THICK,13 FOAM,DISPLAY PANEL,JS-LOC-B25,THIN,13 BUMPER,DISPLAY MIC,SILICONE RUBBER SHIELD,PCB,TOP,ABSORBER SPACER,DISPLAY,R/L,PC SHIELD,THERMAL,KEYBOARD,AL FOIL,DOUBLE S GASKET,CF525,30MM,6MM,2MM,RECTANGLE TAPE,DOUBLE SIDE,201.35MM,6MM,0.65MM,SDK GASKET,CF525,2.7MM,COIL,WWAN PAD,THERMAL,KB,0.1MM,GRAPHITE+CU,K=1500M INSULATOR,20MM,9MM,0.15MM,6027D MODULE,FINGER PRINT,PIKE SILVER SET,HINGE`CAP,DISPLAY SET,BEZEL,DISPLAY,RGB,W/O`ACS`ALS PART NO : H6326493 H6326494 H6340628 H6340629 H6340630 H6323506 H6340710 H6340737 H6340715 H6340716 H6340719 H6340720 H6340721 H6340722 H6340723 H6340724 H6340725 H6340726 H6340727 H6340728 H6340729 H6343677 H6331389 H6323505 PO : 4515660898 4515660899 4515684248 4515684249 4515684250 4515654450 4515684311 4515684338 4515684316 4515684317 4515684320 4515684321 4515684322 4515684323 4515684324 4515684325 4515684326 4515684327 4515684328 4515684329 4515684330 4515690198 4515668955 4515654449 INV : H628326493 H628326494 H628340628 H628340629 H628340630 H628323506 H628340710 H628340737 H628340715 H628340716 H628340719 H628340720 H628340721 H628340722 H628340723 H628340724 H628340725 H628340726 H628340727 H628340728 H628340729 H628343677 H628331389 H628323505 HS CODE : 8473309000 5911900090 3921110000 4016931000 8547200000 7607200000 3919909090 8471609000 DELIVERY : 4127727540 4127727541 4127768718 4127768719 4127768720 4127717996 4127768800 4127768827 4127768805 4127768806 4127768809 4127768810 4127768811 4127768812 4127768813 4127768814 4127768815 4127768816 4127768817 4127768818 4127768819 4127776239 4127743575 4127717995 SHIPMENT : 103801445 103801445 103801447 103801447 103801447 103803081 103803081 103803081 103803082 103803082 103803082 103803082 103803082 103803082 103803082 103803082 103803082 103803082 103803082 103803082 103803082 103803082 103803083 103805527 8 PALLETS = 161 CARTONS HPI-FTZ - RAW MATERIALS ALL CHARGES COLLECT AT USA BY HP USA 0005511273 AS THIS IS SPECIAL ARRANGE, PLEASE TAKE THE REMARK FOR BB8 TO INVENTEC MEXICO ON BL.ALSO, PLEASE GIVE THE SPECIAL LIST TO REGION FOR DESTINATION ARRANGEMENT. TEL : 1- (915) 298-5210 / 52-656-2761340 2ND NOTIFY : EXPEDITORS INTERNATIONAL 18255 HUM PARKWAY HUMBLE, TEXAS 77338 PHONE : 281-913-28 DIRECT : 281-913-2874 FAX : 281-913-2828 EMAIL JUSTIN.TU EXPEDITORS.COM","IEC TECHOLOGIES, S. DE R.L. DE C.V.",BLVD. INDEPENDENCIA 10150CD. JUAREZ CHIH. MX. C.P. 32575JUAREZ CH 32575MEXICO,"HP INC. C O INVENTEC CHONGQING CO.,LTD.",". NO. 66 WEST DISTRICT 2ND RDSHAPINGBA DISTRICT, CHONGQING401331 CHINA TE LU.XIAN-JIE INVENTEC.COM",PSG INVENTEC IEC TECHNOLOGIES O/B;EXPEDITORS INTERNATIONAL 18255,CMDU-CMA-CGM,CHINA,YANTIAN,LOS ANGELES,MEXICO,CHINA,161,CTN,1.0,2961.0,18.39,2000*806*800,None,CMAU2478518,LOS ANGELES,CALIFORNIA,NO MARKS,8547200000;3921110000;8473309000;7607200000;5911900090;4016931000;8471609000;3919909090,FCL,YANTIAN,CMA-CGM,CARE OF,1,None
2023-09-08,RUBBER AND SILICONE HOUSES,TRIDENT RUBBER INC.,585 PLUM RUN ROAD CANONSBURG PA 15317 US,SHORE AUTO RUBBER EXPORTS PVT LTD.,GAT NO 7 POST CHIMBLI MUMBAI IN,None,TMGB-TEAM GLOBAL LOGISTICS PVT LTD,INDIA,JAWAHARLAL NEHRU/NAVA SHEVA/NHAVA SHEVA,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,INDIA,9,PKG,0.0,1712.0,190.22,0,SHIPCO TRANSPORT INC NEW YORK,BEAU4625776,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,01 TO 09,0,LCL,NHAVA SHEVA,TEAMGLOBAL LOGISTICS PVT LTD,TRANSHIPMENT,1,PENNSYLVANIA
2023-09-08,XIAMETER(TM) PMX-200 SILICONE FLUID 2 CST180 KG DRUM,DOW SILICONES CORPORATION,PLANT H178 700 OMEGA PARKWAYSHEPHERDSVILLE KY 40165-8515 UNITEDSTATES,NONE,NONE,None,HLCU-HAPAG LLOYD A G,BELGIUM,ANTWERP/ANVERS,LOUISVILLE,UNITED STATES,BELGIUM,4,PCS,0.1,488.51,122.13,4000*806*800,None,TCLU4110010,NORFOLK,VIRGINIA,"DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT;DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT HAZARDOUS - NET WEIGHT 26,25 KG UN3267 CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S. (QUATERNARY AMMONIUM COMPOUNDS,",0,FCL,"ANTWERP, BE",HAPAG LLOYD A G,TRANSHIPMENT,1,KENTUCKY
2023-09-08,XIAMETER(TM) PMX-200 SILICONE FLUID 2 CST180 KG DRUM,DOW SILICONES CORPORATION,PLANT H178 700 OMEGA PARKWAYSHEPHERDSVILLE KY 40165-8515 UNITEDSTATES,NONE,NONE,None,HLCU-HAPAG LLOYD A G,BELGIUM,ANTWERP/ANVERS,LOUISVILLE,UNITED STATES,BELGIUM,16,PCS,0.41,1954.03,122.13,4000*806*800,None,TCLU4110010,NORFOLK,VIRGINIA,"DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT;DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT HAZARDOUS - NET WEIGHT 26,25 KG UN3267 CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S. (QUATERNARY AMMONIUM COMPOUNDS,",0,FCL,"ANTWERP, BE",HAPAG LLOYD A G,TRANSHIPMENT,1,KENTUCKY
2023-09-08,"XIAMETER(TM) PMX-200 SILICONE FLUID 1,000,000CST170 KG DRUM",DOW SILICONES CORPORATION,PLANT H178 700 OMEGA PARKWAYSHEPHERDSVILLE KY 40165-8515 UNITEDSTATES,NONE,NONE,None,HLCU-HAPAG LLOYD A G,BELGIUM,ANTWERP/ANVERS,LOUISVILLE,UNITED STATES,BELGIUM,1,PCS,0.03,122.13,122.13,4000*806*800,None,TCLU4110010,NORFOLK,VIRGINIA,"DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT;DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT HAZARDOUS - NET WEIGHT 26,25 KG UN3267 CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S. (QUATERNARY AMMONIUM COMPOUNDS,",0,FCL,"ANTWERP, BE",HAPAG LLOYD A G,TRANSHIPMENT,1,KENTUCKY
2023-09-08,XIAMETER(TM) PMX-200 SILICONE FLUID 2 CST180 KG DRUM,DOW SILICONES CORPORATION,PLANT H178 700 OMEGA PARKWAYSHEPHERDSVILLE KY 40165-8515 UNITEDSTATES,NONE,NONE,None,HLCU-HAPAG LLOYD A G,BELGIUM,ANTWERP/ANVERS,LOUISVILLE,UNITED STATES,BELGIUM,5,PCS,0.13,610.63,122.13,4000*806*800,None,TCLU4110010,NORFOLK,VIRGINIA,"DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT;DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT HAZARDOUS - NET WEIGHT 26,25 KG UN3267 CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S. (QUATERNARY AMMONIUM COMPOUNDS,",0,FCL,"ANTWERP, BE",HAPAG LLOYD A G,TRANSHIPMENT,1,KENTUCKY
2023-09-08,XIAMETER(TM) PMX-200 SILICONE FLUID 2 CST180 KG DRUM,DOW SILICONES CORPORATION,PLANT H178 700 OMEGA PARKWAYSHEPHERDSVILLE KY 40165-8515 UNITEDSTATES,NONE,NONE,None,HLCU-HAPAG LLOYD A G,BELGIUM,ANTWERP/ANVERS,LOUISVILLE,UNITED STATES,BELGIUM,7,PCS,0.18,854.89,122.13,4000*806*800,None,TCLU4110010,NORFOLK,VIRGINIA,"DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT;DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY40165-8515 LOUISVILLE AIRPORT HAZARDOUS - NET WEIGHT 26,25 KG UN3267 CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S. (QUATERNARY AMMONIUM COMPOUNDS,",0,FCL,"ANTWERP, BE",HAPAG LLOYD A G,TRANSHIPMENT,1,KENTUCKY
2023-09-08,"(P O NO.CUS0030723) SILICONE FLUID 10 PALLETS CF 2056A 7,2000 KGS (40 DRUMS)",INABATA AMERICA CORP.,"611 ANTON BLVD.#650 COSTA MESA,CA 92626 US","INABATA CO.,LTD.","2-3-1 NIHONBASHI-MUROMACHI,CHUO-KU,TOKYO 103-8448 JP",INABATA AMERICA CORP.,KLLM-KROS LOGISTICS LLC,JAPAN,NAGOYA/NAGOYA KO,LOS ANGELES,UNITED STATES,JAPAN,94,PKG,2.0,16804.0,178.77,4000*806*800,K LINE LOGISTICS (U.S.A.) INC.,YMMU4134962,LOS ANGELES,CALIFORNIA,"INABATA AMERICA CORP. SEKISUI POLYMATECH AMERICA,LLC MEMPHIS,U.S.A NO.1-10 MADE IN JAPAN",293190;391000,FCL,NAGOYA,K LINE LOGISTICS LTD.,TRANSHIPMENT,1,CALIFORNIA
2023-09-08,CABLE WITH CONNECTORS SILICONE RUBB 8 CTNS ON 1 PLYWOOD PLT + 3 CTNS CABLE WITH CONNECTORS SILICONE RUBBER PARTS SHP2307-A53T894 WOOD PACKAGING MATERIAL,TESLA INC.,"45500 FREMONT BLVD.FREMONT,CA 94538UNITED STATES",BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE,CHINA (518103) T 86-755-82122552-",LIVINGSTON INTERNATIONAL,HLCU-HAPAG LLOYD A G,HONG KONG(CN),HONG KONG,OAKLAND,UNITED STATES,HONG KONG(CN),11,PCS,0.02,102.0,9.27,4000*806*800,None,UACU8438916,OAKLAND,CALIFORNIA,(IN DIA) USA C/NO.1-11 MADE IN CHINA . . . . . .,0,LCL,"HONG KONG, HK",HAPAG LLOYD A G,TRANSHIPMENT,1,CALIFORNIA
2023-09-08,SILICONE RUBBER PARTS 640 CTNS ON 20 PLYWOOD PLTS SILICONE RUBBER PARTS SHP2307-A4S4035 WOOD PACKAGING MATERIAL,TESLA INC.,"45500 FREMONT BLVD.FREMONT,CA 94538UNITED STATES",BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE,CHINA (518103) T 86-755-82122552-",LIVINGSTON INTERNATIONAL,HLCU-HAPAG LLOYD A G,HONG KONG(CN),HONG KONG,OAKLAND,UNITED STATES,HONG KONG(CN),640,PCS,1.08,5430.02,8.48,4000*806*800,None,UACU8438916,OAKLAND,CALIFORNIA,(IN DIA) USA C/NO.1-640 MADE IN CHINA . . . .,0,LCL,"HONG KONG, HK",HAPAG LLOYD A G,TRANSHIPMENT,1,CALIFORNIA
2023-09-08,"XIAMETER(TM) PMX-200 SILICONE FLUID 1.5 CST170 KG DRUM IMO-CLASS 3 UN-NUMBER 1993 FLASHPOINT 57.2 C PACKING GROUP 3PROPER SHIPPING NAME FLAMMABLE LIQUID, N.O.S. EMERGENCY NAME DG EMERGENCY EMERGENCY PHONE +31115694982",DOW SILICONES CORPORATION,PLANT H178 700 OMEGA PARKWAYSHEPHERDSVILLE KY 40165-8515 UNITEDSTATES,NONE,NONE,None,HLCU-HAPAG LLOYD A G,BELGIUM,ANTWERP/ANVERS,LOUISVILLE,UNITED STATES,BELGIUM,80,PCS,0.89,6738.22,84.23,4000*806*800,None,UACU8324343,NORFOLK,VIRGINIA,"HAZARDOUS - NET WEIGHT 70 KG UN1993 FLAMMABLE LIQUID, N.O.S. (HEPTANE, ALKOXYSILANE), 3, II, (D/E), ENVIRONMENTALLY HAZARDOUS, SPECIAL PROVISION 640D IMDG UN1993 FLAMMABLE LIQUID, N.O.S. (HEPTANE, ALKOXYSILANE), 3,II, (- 4.00;C C.C.), MARINE POLLUTANT, F-E, S-E, STOWAGE CATEGORY B UNITED STATES UN1993 FLAMMABLE LIQUIDS, N.O.S. (HEPTANE, ALKOXYSILANE), 3,II COUNTRY OF ORIGIN GERMANY DOW CORNING CORPORATION PLANTH178 270 OMEGA PKY STE 200 SHEPHERDSVILLE KY",0,FCL,"ANTWERP, BE",HAPAG LLOYD A G,TRANSHIPMENT,1,KENTUCKY
2023-09-08,"BRB SILICONE OIL HY 43 18 PIECES BRB SILICONE OIL HY 43, IBC 1000 KG HS CODE 39100000 NETT WEIGHT 18000 KG GROSS WEIGHT 19134 KG DTHC COLLECT@ EMAIL ESCHWARTZ@THWEISSINC.COM",BRB NORTH AMERICA INC.,"C/O INTERATLAS LOGISTICS INC320 ELIZABETH AVE.NEWARK, NJ 07112 - USADRAYAGE@INTERATLASLOGISTICS.COM",BRB INTERNATIONAL B.V.,BRANSKAMP 126014 CB ITTERVOORTNETHERLANDS,TH.WEISS INC,EGLV-EVERGREEN LINE,NETHERLANDS,ROTTERDAM,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,NETHERLANDS,18,PCS,1.0,19134.0,1063.0,2000*806*800,None,DRYU2284090,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,39100000,FCL,ROTTERDAM,EVERGREEN LINE,TRANSHIPMENT,1,NEW JERSEY
2023-09-08,SILICONE CAP PLUG RUBBER PARTS FOR AUTO PROTE,CAPLUGS INC.,2016 E. UNIVERSITY DRIVE. RANCHODOMINGUEZ CA LOS ANGELES CA 90220 US,"CAPLUGS PROTECTIVE INDUSTRIAL COMPO NENTS (JIANGSU) CO.,LTD.",C G(JINTAN)INTELLIGENT MANUFACTURING INDUSTRIAL CHANGZHOU CN,None,DMER-DIMERCO EXPRESS (USA) CORP,CHINA,SHANG HAI,LONG BEACH,UNITED STATES,CHINA,48,PKG,2.0,11987.0,249.73,4000*900*800,DIMERCO EXPRESS (U.S.A.) CORP.,BEAU6225470,LONG BEACH,CALIFORNIA,CTIVE RUBBER PARTS FOR PROTECTIVE CAPLUGS,0,FCL,SHANGHAI CHINA,DIVERSIFIED INTERNATIONAL TRANSPORT,TRANSHIPMENT,1,CALIFORNIA
2023-09-07,STRAPS DIFFERENTIAL COVER DRYWALL STILT BOX M OUNTING BRACKETS HOSE CLAMP SILICONE KIT TUR BO DRAIN LINE KIT GLOW PLUG HARNESS INTAKE MA NIFOLD COLD AIR INTAKE SYSTEM CONTROL ARMS TO OL BOX AIR CLEANER KIT EXHAUST PIPE EXHAUST P IPE VALVE COVER HAND WINCH OIL PAN GLOW PLUG EXHAUST PIPE,EVERSTAR CORPORATION USA INC.,"5050 PALO VERDE ST STE 118 MONTCLAIR, CA 91763",NINGBO JIUSELU INTERNATIONAL TRADE,"ROOM 1101 1, NO. 98, TIANGAO LANE,SHOUNAN STREET,YINZHOU DISTRICT,NINGBO CITY, ZHEJIANG PROVINCE 315000",EVERSTAR CORPORATION USA INC,NGWI,CHINA,NING BO,LOS ANGELES,UNITED STATES,CHINA,1920,CTN,2.0,14547.07,7.58,4000*800*800,None,TGBU4025147,LOS ANGELES,CALIFORNIA,NO MARKS,0,FCL,NINGBO,EVERGREEN LINE,TRANSHIPMENT,1,CALIFORNIA
2023-09-07,RADIATOR OXYGEN SENSOR FUEL RAIL SILICONE TUB E PISTON SET OIL BREATHER POT INTAKE MANIFOLD CONTROL ARM CONDENSER CONNECTING ROD HUB REM OVER CAR DOOR BUTT MOTORCYCLE WATER TANK ESCA PE-PIPE EXHAUST MANIFOLD START MOTOR REFUELIN G TUBE AUTOMOBILE DECORATIVE PARTS EXTRACTING TOOL FUEL PUMP WATER TANK COVER SKYLIGHT REPAIR KIT ENGINE TAPPET ENGINE TAPPET COVER TUB ING BLANK HOLDER TOOL OIL COOLER INTERCOOLER,SUNFLOWERY INC.,"1942 BROADWAY ST STE 314C BOULDER CO 8030230-1292080,CO, 80302,US",SHANGHAI TINGYUE AUTO PARTS CO.,"ROOM 501, BUILDING NO.5, NO.115, LANE 1276, NANLE,SHANGHAI,CN",SUNFLOWERY INC,CIEC,CHINA,SHANG HAI,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,1228,CTN,2.0,7182.94,5.85,4000*906*802,None,EITU9139285,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,SHANGHAI,EVERGREEN LINE,TRANSHIPMENT,1,COLORADO
2023-09-07,SILICONE OIL RJ-201-10 CST METHYL HYDROGENS ILICONE FLUID RJ-202,"RUICHEM USA,INC NY OFFICE","99 WALL STREET,SUITE2866,NEW YORK, NY 10005 UNITED STATESNEW YORK NY10005 US","HANGZHOU RUIJIANG CHEMICAL CO.,LTD.","FLOOR 12TH,NO.99,HUAXING ROAD,HANGZHOU, ZJ CHINA(MAINLAND)HANGZHOU ZJ CN",None,PPIL-PUDONG PRIME INTL LOGISTICS INC,ST. HELENA(GB),UNKNOWN,SAVANNAH,UNITED STATES,UNKNOW,44,PKG,1.0,16078.0,365.41,2000*806*800,PUDONG PRIME INTL LOGISTICS ATLANT,FCIU6318827,SAVANNAH,GEORGIA,NO MARKS,0,FCL,"YANGSHAN, SH","PUDONG PRIME INTL LOGISTICS,INC.",TRANSHIPMENT,1,NEW YORK
2023-09-07,"SILICONE CAP&PLUG,RUBBER PARTS FOR AUTO PROTECTIVE, RUBBER PARTS FOR PROTECTIVE SEALING PRODUCTS HOOKS",CAPLUGS INC.,"2016 E. UNIVERSITY DRIVE. RANCHODOMINGUEZ, CA 90220CA US","CAPLUGS PROTECTIVE INDUSTRIAL COMPONENTS(JIANGSU) CO.,LTD.","C&G(JINTAN) INTELLIGENT MANUFACTURINGINDUSTRIAL PARK,CHANGZHOU 213200,CNCN","CAPLUGS, INC",SDMR-SPEEDMARK INTERNATIONAL LTD,CHINA,SHANG HAI,LOS ANGELES,UNITED STATES,CHINA,43,PKG,2.0,15201.0,353.51,4000*900*800,SPEEDMARK TRANSPORTATION INC,EISU9471830,LOS ANGELES,CALIFORNIA,NO MARKS,0,FCL,SHANGHAI,SPEEDMARK INTERNATIONAL LTD,TRANSHIPMENT,2,CALIFORNIA
2023-09-07,DIMETHYL SILICONE OIL,ELJ INDUSTRIES LLC,"308 FM-1830 BUILDING : 14-EARGYLE, TEXAS 76226 UNITED STATES.","FOSHAN YIDESAI NEW MATERIAL CO.,LTD.","RM201,XINDONGLI PALAZA,NO.8 XIQINGROAD,SANSHUI FOSHAN,GUANGDONG,CHINA.",ELJ INDUSTRIES LLC,MGNG-MIRAGROWN LOGISTICS CORPORATION,CHINA,SHEKOU,HOUSTON,UNITED STATES,CHINA,1,PKG,0.0,850.0,850.0,4000*900*800,None,EMCU8956582,HOUSTON,TEXAS,SILICONE OIL 50CST,0,LCL,SHEKOU,EVERGREEN LINE,TRANSHIPMENT,1,TEXAS
2023-09-07,METHYL HYDROGEN SILICONE FLUID RJ-202 HS CODE : 391000 PO NO. : 4500566195,RUICHEM USA INC.,"99 WALL STREET, SUITE 2866, NEW YORK, NY 10005, USA.","HANGZHOU RUIJIANG CHEMICAL CO.,LTD.","FLOOR 12TH,NO.99,HUAXING ROAD,HANGZHOU ZHEJIANG CHINA.","RUICHEM USA,INC.",TXSL,CHINA,SHANG HAI,SAVANNAH,UNITED STATES,CHINA,18,PKG,1.0,19044.0,1058.0,2000*806*800,AMERICA PAK AGENCY INC.,FXLU3198468,SAVANNAH,GEORGIA,NO MARKS,391000,FCL,SHANGHAI,AMERICA PAK AGENCY INC.,TRANSHIPMENT,1,NEW YORK
